02-13 16:35:00.107: E/WindowManager(4224): 	at android.view.Window$LocalWindowManager.addView(Window.java:424)
02-13 16:35:00.107: E/WindowManager(4224): 	at android.app.Dialog.show(Dialog.java:241)
02-13 16:35:00.107: E/WindowManager(4224): 	at sl.utils.Methods_dlg.dlg_db_activity(Methods_dlg.java:84)
02-13 16:35:00.107: E/WindowManager(4224): 	at sl.main.MainActv.onOptionsItemSelected(MainActv.java:427)
02-13 16:35:00.107: E/WindowManager(4224): 	at android.app.Activity.onMenuItemSelected(Activity.java:2264)
02-13 16:35:00.107: E/WindowManager(4224): 	at com.android.internal.policy.impl.PhoneWindow.onMenuItemSelected(PhoneWindow.java:813)
02-13 16:35:00.107: E/WindowManager(4224): 	at com.android.internal.view.menu.MenuItemImpl.invoke(MenuItemImpl.java:143)
02-13 16:35:00.107: E/WindowManager(4224): 	at com.android.internal.view.menu.MenuBuilder.performItemAction(MenuBuilder.java:855)
02-13 16:35:00.107: E/WindowManager(4224): 	at com.android.internal.view.menu.IconMenuView.invokeItem(IconMenuView.java:553)
02-13 16:35:00.107: E/WindowManager(4224): 	at com.android.internal.view.menu.IconMenuItemView.performClick(IconMenuItemView.java:122)
02-13 16:35:00.107: E/WindowManager(4224): 	at android.view.View$PerformClick.run(View.java:9089)
02-13 16:35:00.107: E/WindowManager(4224): 	at android.os.Handler.handleCallback(Handler.java:587)
02-13 16:35:00.107: E/WindowManager(4224): 	at android.os.Handler.dispatchMessage(Handler.java:92)
02-13 16:35:00.107: E/WindowManager(4224): 	at android.os.Looper.loop(Looper.java:130)
02-13 16:35:00.107: E/WindowManager(4224): 	at android.app.ActivityThread.main(ActivityThread.java:3806)
02-13 16:35:00.107: E/WindowManager(4224): 	at java.lang.reflect.Method.invokeNative(Native Method)
02-13 16:35:00.107: E/WindowManager(4224): 	at java.lang.reflect.Method.invoke(Method.java:507)
02-13 16:35:00.107: E/WindowManager(4224): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:839)
02-13 16:35:00.107: E/WindowManager(4224): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:597)
02-13 16:35:00.107: E/WindowManager(4224): 	at dalvik.system.NativeStart.main(Native Method)
