02-13 16:27:54.027: W/KeyCharacterMap(3984): Can't open keycharmap file
02-13 16:27:54.027: W/KeyCharacterMap(3984): Error loading keycharmap file '/data/usr/keychars/qtouch-obp-ts.kcm.bin'. hw.keyboards.131072.devname='qtouch-obp-ts'
02-13 16:27:54.027: W/KeyCharacterMap(3984): Can't open keycharmap file
02-13 16:27:54.027: W/KeyCharacterMap(3984): Error loading keycharmap file '/system/usr/keychars/qtouch-obp-ts.kcm.bin'. hw.keyboards.131072.devname='qtouch-obp-ts'
02-13 16:27:54.027: W/KeyCharacterMap(3984): Can't open keycharmap file
02-13 16:27:54.027: W/KeyCharacterMap(3984): Using default keymap: /system/usr/keychars/qwerty.kcm.bin
02-13 16:27:54.747: D/dalvikvm(3984): GC_EXTERNAL_ALLOC freed 73K, 48% free 2680K/5123K, external 2438K/2773K, paused 52ms
02-13 16:27:56.987: D/Methods_sl.java[804:getYomi](3984): statusCode: 200
02-13 16:27:57.007: I/dalvikvm(3984): Could not find method org.apache.xerces.impl.Version.getVersion, referenced from method nu.xom.Builder.<clinit>
02-13 16:27:57.007: W/dalvikvm(3984): VFY: unable to resolve static method 7474: Lorg/apache/xerces/impl/Version;.getVersion ()Ljava/lang/String;
02-13 16:27:57.007: D/dalvikvm(3984): VFY: replacing opcode 0x71 at 0x000f
02-13 16:27:57.007: D/dalvikvm(3984): VFY: dead code 0x0012-0049 in Lnu/xom/Builder;.<clinit> ()V
02-13 16:27:57.027: W/dalvikvm(3984): Unable to resolve superclass of Lnu/xom/XML1_0Parser; (952)
02-13 16:27:57.027: W/dalvikvm(3984): Link of class 'Lnu/xom/XML1_0Parser;' failed
02-13 16:27:57.027: E/dalvikvm(3984): Could not find class 'nu.xom.XML1_0Parser', referenced from method nu.xom.Builder.findParser
02-13 16:27:57.037: W/dalvikvm(3984): VFY: unable to resolve new-instance 436 (Lnu/xom/XML1_0Parser;) in Lnu/xom/Builder;
02-13 16:27:57.037: D/dalvikvm(3984): VFY: replacing opcode 0x22 at 0x0000
02-13 16:27:57.037: D/dalvikvm(3984): VFY: dead code 0x0002-0007 in Lnu/xom/Builder;.findParser (Z)Lorg/xml/sax/XMLReader;
02-13 16:27:57.047: W/dalvikvm(3984): Unable to resolve superclass of Lnu/xom/JDK15XML1_0Parser; (45)
02-13 16:27:57.047: W/dalvikvm(3984): Link of class 'Lnu/xom/JDK15XML1_0Parser;' failed
02-13 16:27:57.057: W/dalvikvm(3984): threadid=9: thread exiting with uncaught exception (group=0x4001a560)
02-13 16:27:57.067: E/AndroidRuntime(3984): FATAL EXCEPTION: AsyncTask #1
02-13 16:27:57.067: E/AndroidRuntime(3984): java.lang.RuntimeException: An error occured while executing doInBackground()
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at android.os.AsyncTask$3.done(AsyncTask.java:200)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.util.concurrent.FutureTask$Sync.innerSetException(FutureTask.java:274)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.util.concurrent.FutureTask.setException(FutureTask.java:125)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:308)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.util.concurrent.FutureTask.run(FutureTask.java:138)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1088)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:581)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.lang.Thread.run(Thread.java:1019)
02-13 16:27:57.067: E/AndroidRuntime(3984): Caused by: net.sf.json.JSONException: nu.xom.XMLException: Could not find a suitable SAX2 parser
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at net.sf.json.xml.XMLSerializer.read(XMLSerializer.java:331)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at sl.utils.Methods_sl.getYomi(Methods_sl.java:822)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at sl.tasks.Task_GetYomi.doInBackground(Task_GetYomi.java:33)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at sl.tasks.Task_GetYomi.doInBackground(Task_GetYomi.java:1)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at android.os.AsyncTask$2.call(AsyncTask.java:185)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:306)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	... 4 more
02-13 16:27:57.067: E/AndroidRuntime(3984): Caused by: nu.xom.XMLException: Could not find a suitable SAX2 parser
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at nu.xom.Builder.findParser(Unknown Source)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at nu.xom.Builder.<init>(Unknown Source)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at nu.xom.Builder.<init>(Unknown Source)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at net.sf.json.xml.XMLSerializer.read(XMLSerializer.java:309)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	... 9 more
02-13 16:27:57.067: E/AndroidRuntime(3984): Caused by: org.xml.sax.SAXException: Can't create default XMLReader; is system property org.xml.sax.driver set?
02-13 16:27:57.067: E/AndroidRuntime(3984): 	at org.xml.sax.helpers.XMLReaderFactory.createXMLReader(XMLReaderFactory.java:155)
02-13 16:27:57.067: E/AndroidRuntime(3984): 	... 13 more
